transaction_name,matched_building_name,match_score
Hop Yee Building Lockhart Road,Man Yee Building,85.71428571428571
Park View Commercial Building,Park Sun Building,86.66666666666667
Mcdonold's Building Yee Wo Street,68 Yee Wo Street,89.65517241379311
East South Building Hennessy Road,Bcc Building,80.0
Man Man Commercial Building Jardine's Bazaar,Witty Commercial Building,86.36363636363636
Island Building Hennessy Road,Bcc Building,80.0
Pun Tak Building Percival Street,Bcc Building,80.0
Po Hon Building Percival Street,Po Wai Building,84.61538461538461
Jing Long Commercial Building Tang Lung Street,Long To Building,89.65517241379311
Goldmark,Goldmark,100.0
Circle Plaza,Circle Plaza,100.0
Causeway Bay Comm. Building Sugar Street,Bcc Building,80.0
Siu On Plaza,Siu On Plaza,100.0
United Building Hennessy Road,Bcc Building,80.0
Parkview Commercial Building Shelter Street,Witty Commercial Building,86.36363636363636
5 Lee Garden Road,Lee Garden Two,83.33333333333333
United Commercial Building,Witty Commercial Building,86.36363636363636
Yeung Iu Chi Commercial Building,Witty Commercial Building,86.36363636363636
271-275 Gloucester Road,80 Gloucester Road,90.9090909090909
Hysan Place Hennessy Road,Hysan Place,100.0
Windsor House Gloucester Road,80 Gloucester Road,90.9090909090909
Kin Tak Fung Commercial Building,Witty Commercial Building,86.36363636363636
9-15 Yee Wo Street,68 Yee Wo Street,89.65517241379311
East Exchange Tower,Exchange Tower,100.0
Park Commercial Centre,Arion Commercial Centre,87.17948717948718
60-62 Yee Wo Street,68 Yee Wo Street,89.65517241379311
Grade Best Harbour Hotel Gloucester Road,80 Gloucester Road,90.9090909090909
Hk Chinese Bank Causeway Bay Centre Yee Wo Street,68 Yee Wo Street,89.65517241379311
19 Lee Garden Road,Lee Garden Two,83.33333333333333
23 Lee Garden Road,Lee Garden Two,83.33333333333333
Fortune Centre Yun Ping Road,Fortune Centre,100.0
Progress Commercial Building Irving Street,Witty Commercial Building,86.36363636363636
Fortune Centre,Fortune Centre,100.0
Lok Sing Centre Yee Wo Street,68 Yee Wo Street,89.65517241379311
8 Kai Chiu Road,822 Lai Chi Kok Road,80.0
Golden Swan Commercial Building Hennessy Road,Witty Commercial Building,86.36363636363636
15 Lee Garden Road,Lee Garden Two,83.33333333333333
144-149 Gloucester Road,80 Gloucester Road,90.9090909090909
20 Yee Wo Street,68 Yee Wo Street,89.65517241379311
18 Yee Wo Street,68 Yee Wo Street,93.75
Giok San Building Tang Lung Street,Bcc Building,80.0
Park Commercial Centre Tung Lo Wan Road,Boss Commercial Centre,87.17948717948718
310 Gloucester Road,80 Gloucester Road,91.89189189189189
Professional Building,Bcc Building,80.0
2 Kai Chiu Road,822 Lai Chi Kok Road,80.0
Kwong On Building Yee Wo Street,68 Yee Wo Street,89.65517241379311
16 Yee Wo Street,68 Yee Wo Street,93.75
Shining Building,Kut Shing Building,82.35294117647058
Capital Centre Gloucester Road,Capital Centre,100.0
128 Gloucester Road,80 Gloucester Road,91.89189189189189
255-257 Gloucester Road,80 Gloucester Road,90.9090909090909
Po Foo Building,Kam Foo Industrial Building,88.88888888888889
264-269 Gloucester Road,80 Gloucester Road,90.9090909090909
35 Yiu Wa Street,3 Yuk Yat Street,81.25
39 Yiu Wa Street,3 Yuk Yat Street,81.25
Kwong On Building,Kwong Ga Factory Building,90.3225806451613
King's Centre,King Center,83.33333333333333
The Lee Gardens Hysan Avenue,One Hysan Avenue,85.71428571428571
1 Yee Wo Street,68 Yee Wo Street,92.85714285714286
Apple Mall Lee Garden Road,Lee Garden Two,83.33333333333333
31 Yiu Wa Street,3 Yuk Yat Street,81.25
San Kei Tower Yee Wo Street,68 Yee Wo Street,89.65517241379311
33 Yiu Wa Street,3 Yuk Yat Street,81.25
Island Building,Bcc Building,80.0
19-31 Yee Wo Street,68 Yee Wo Street,89.65517241379311
Park Lane Hotel Gloucester Road,80 Gloucester Road,90.9090909090909
Leighton Centre Leighton Road,Leighton Centre,100.0
Pennington Commercial Building,Witty Commercial Building,86.36363636363636
Circle Plaza Hennessy Road,Circle Plaza,100.0
Golden Bloom Centre Jardine's Bazaar,Golden Centre,100.0
Winner Building,Winner Building (HH),100.0
Professional Building Tung Lo Wan Road,Tai Tung Building,86.66666666666667
Leigyinn Building,Bcc Building,80.0
Lok Sing Centre,Dah Sing Financial Centre,84.61538461538461
One Hyson Avenue Hysan Avenue,One Hysan Avenue,100.0
Clover Commercial Building,Witty Commercial Building,86.36363636363636
37 Yiu Wa Street,3 Yuk Yat Street,81.25
Eton Tower Hysan Avenue,Eton Tower,100.0
229-230 Gloucester Road Gloucester Road,80 Gloucester Road,90.9090909090909
Kam Ling Court,Ka Ming Court,88.88888888888889
Tien Chu Commercial Building Gloucester Road,80 Gloucester Road,90.9090909090909
Hyde Centre Gloucester Road,80 Gloucester Road,90.9090909090909
264-268 Gloucester Road,80 Gloucester Road,90.9090909090909
Percival Building Percival Street,Bcc Building,80.0
Coasia Building ,China Building,82.75862068965517
Progress Commercial Building ,Witty Commercial Building,86.36363636363636
Kyoto Plaza ,Kyoto Plaza,100.0
Causeway Bay Plaza 1 ,Causeway Bay Plaza 1,100.0
Circle Tower ,Circle Tower,100.0
Yeung Iu Chi Commercial Building ,Witty Commercial Building,86.36363636363636
Sino Plaza ,Sino Plaza,100.0
Cofco Tower ,Cofco Tower,100.0
Eton Tower ,Eton Tower,100.0
Kin Tak Fung Commercial Building ,Witty Commercial Building,86.36363636363636
Park Avenue Tower ,Park Avenue Tower,100.0
Tang Fai Building,Tai Tung Building,88.23529411764706
"China Tai Ping Tower, Phase I ","China Tai Ping Tower, Phase I",100.0
Prosperous Commercial Building ,Prosperous Commercial Building,100.0
Mcdonald's Building ,Bcc Building,80.0
Lee Fat Building,Cheung Lee Industrial Building,85.71428571428571
United Success Commercial Centre ,United Centre,100.0
The Sharp,The Star,82.35294117647058
Gold Swan Commercial Building ,Witty Commercial Building,86.36363636363636
Causeway Bay Commercial Building ,Witty Commercial Building,86.36363636363636
Redana Centre ,Ocean Centre,80.0
Zoroastrian Building ,Bcc Building,80.0
Causeway Place,M Place,83.33333333333333
"Times Square, Tower 2 ","Times Square, Tower 2",100.0
"Times Square, Tower 1 ","Times Square, Tower 1",100.0
Park Commercial Centre ,Arion Commercial Centre,87.17948717948718
Workingview Commercial Building ,Witty Commercial Building,86.36363636363636
V Point,East Point Centre,83.33333333333333
Park View Commercial Building ,Park Sun Building,86.66666666666667
Midtown,One Midtown,100.0
Plaza 2000 ,Plaza 2000,100.0
Causeway Bay Plaza 2 ,Causeway Bay Plaza 2,100.0
Prosperous Comm Bldg,Prosperous Commercial Building,80.0
Fortune Centre ,Fortune Centre,100.0
Way On Commercial Building ,Wayson Commercial Building,88.46153846153847
Lee Garden Three ,Lee Garden Three,100.0
Capital Commercial Building ,Witty Commercial Building,86.36363636363636
Hang Lung Centre ,Hang Lung Centre,100.0
United Commercial Building ,Witty Commercial Building,86.36363636363636
Siu On Plaza ,Siu On Plaza,100.0
Excellente Commercial Building ,Witty Commercial Building,86.36363636363636
One Hysan Avenue ,One Hysan Avenue,100.0
Cameron Commercial Centre ,Arion Commercial Centre,87.5
22 Yee Wo Street ,68 Yee Wo Street,89.65517241379311
Siki Centre ,Sino Centre,81.81818181818181
Leighton Centre ,Leighton Centre,100.0
Lee Garden Six ,Lee Garden Six,100.0
Catic Plaza ,Catic Plaza,100.0
Wellable Commercial Building ,Witty Commercial Building,86.36363636363636
Golden Bloom Centre ,Golden Centre,100.0
WINDSOR HOUSE - CHUBB TOWER ,WINDSOR HOUSE - CHUBB TOWER,100.0
East South Building,South China Industrial Building,84.84848484848484
East Point Centre ,East Point Centre,100.0
Hysan Place ,Hysan Place,100.0
Goldmark ,Goldmark,100.0
Soundwill Plaza ,Soundwill Plaza,100.0
Emperor Watch & Jewellery Centre,Emperor Group Centre,82.35294117647058
Po Ming Building,Hop Ming Factory Building,89.65517241379311
Chung Wai Commercial Building ,Chung Wai Commercial Building,100.0
United Building,United Factory Building,100.0
Circle Plaza ,Circle Plaza,100.0
Hop Yee Building,Hop Ming Factory Building,85.71428571428571
Pun Tak Building,Tak King Industrial Building,85.71428571428571
Jing Long Commercial Building ,Long To Building,89.65517241379311
Golden Swan Commercial Building,Witty Commercial Building,86.36363636363636
Lee Garden Five ,Lee Garden Five,100.0
World Trade Centre ,World Trade Centre,100.0
Lee Garden Two ,Lee Garden Two,100.0
Yen Men Building ,Man Yee Building,87.5
Clover Commercial Building ,Witty Commercial Building,86.36363636363636
"China Tai Ping Tower, Phase II ","China Tai Ping Tower, Phase II",100.0
Capitol Centre ,Capital Centre,92.85714285714286
Mcdonold's Building,Bcc Building,80.0
Rita House,Star House,80.0
Tower 535 ,Tower 535,100.0
Percival Building,Bcc Building,80.0
Lee Garden One ,Lee Garden One,100.0
Winner Building ,Winner Building (HH),100.0
Professional Building ,Bcc Building,80.0
East Exchange Tower ,Exchange Tower,100.0
68 Yee Wo Street ,68 Yee Wo Street,100.0
King's Centre ,King Center,83.33333333333333
Hang Seng Causeway Bay Building ,Bcc Building,80.0
Man Man Commercial Building,Prosperous Commercial Building,90.47619047619048
Hyde Centre,Hilder Centre,83.33333333333333
Kwong On Building ,Kwong Ga Factory Building,90.3225806451613
Demolished-Fair View Commercial Building ,Witty Commercial Building,86.36363636363636
Demolished-Grand View Commercial Centre ,Boss Commercial Centre,87.17948717948718
Hin Wah Building ,Wing Wah Industrial Building (QB),85.71428571428571
Kam Ling Court ,Ka Ming Court,88.88888888888889
Shining Building ,Kut Shing Building,82.35294117647058
Hing Tai Building ,Tai Tung Building,88.23529411764706
Island Building ,Bcc Building,80.0
Po Foo Building ,Kam Foo Industrial Building,88.88888888888889
Wah Ming Centre ,K Wah Centre,90.9090909090909
East South Building ,South China Industrial Building,84.84848484848484
Yue King Building ,Yue Hing Building,94.11764705882354
94 Wellington Street-Demolished ,The Wellington,83.33333333333333
Thai Kong Building Hennessy Road,Bcc Building,80.0
Park Avenue Tower Moreton Terrace,Park Avenue Tower,100.0
Elizabeth House Gloucester Road,80 Gloucester Road,90.9090909090909
Intelligent Court Tung Lo Wan Road,Lo Tak Court,80.0
9 Lee Garden Road,Lee Garden Two,83.33333333333333
210-216 Gloucester Road,80 Gloucester Road,90.9090909090909
Yee Wah Mansion Yee Wo Street,68 Yee Wo Street,89.65517241379311
25 Lee Garden Road,Lee Garden Two,83.33333333333333
16-18 Yee Wo Street,68 Yee Wo Street,91.42857142857143
17 Lee Garden Road,Lee Garden Two,83.33333333333333
The Center,The Center,100.0
One Exchange Square,One Exchange Square,100.0
Three Exchange Square,Three Exchange Square,100.0
Two Exchange Square,Two Exchange Square,100.0
Li Dong Building,Long To Building,81.25
Wellington Place,The Wellington,83.33333333333333
Jade Centre,Keader Centre,83.33333333333333
Stag Building,Bcc Building,80.0
Unicorn Trade Centre Des Voeux Road Central,308 Central Des Voeux,89.47368421052632
The Plaza Lkf,The L. Plaza (QRC),81.81818181818181
China Insurance Group Building,China Insurance Group Building,100.0
Hong Kong Diamond Exchange Building,Hong Kong Diamond Exchange Building,100.0
The Wellington,The Wellington,100.0
Wheelock House,Wheelock House,100.0
Crawford House,Crawford House,100.0
Wings Building Queen's Road Central,8 Queen's Road Central,95.23809523809524
Oriental Crystal Commercial Building,Oriental Crystal Commercial Building,100.0
Sun Lee Bldg. Wellington Street,The Wellington,83.33333333333333
Nine Queen's Road Central,Nine Queen's Road Central,100.0
New World Tower I,New World Tower I,100.0
Universal Trade Centre Caine Road,Universal Trade Centre,100.0
168 Queen's Road Central,181 Queen's Road Central,95.83333333333333
8 Wyndham Street,8 Wyndham Street,100.0
The Centrium,The Centrium,100.0
Duke Wellington House,Duke Wellington House,100.0
Yu Yuet Lai Building Wyndham Street,8 Wyndham Street,93.33333333333333
Malahon Centre Stanley Street,Malahon Centre,100.0
Grand Progress Building,Bcc Building,80.0
Two International Finance Centre,Two International Finance Centre,100.0
Wellington Place Wellington Street,The Wellington,83.33333333333333
Jardine House,Jardine House,100.0
World Wide House Des Voeux Road Central,308 Central Des Voeux,89.47368421052632
Asia Standard Tower,Asia Standard Tower,100.0
Standard Chartered Bank Building,Bcc Building,80.0
Printing House,Printing House,100.0
Yau Shun Building,Shun Yee Factory Building,86.66666666666667
China Insurance Group Bldg Des Voeux Road Central,308 Central Des Voeux,89.47368421052632
The Loop Wellington Street,The Wellington,100.0
Welley Building Wellington Street,The Wellington,83.33333333333333
Tai Sang Bank Building (Central),Tai Yau Building,85.71428571428571
128 Wellington Street,The Wellington,83.33333333333333
Tung Yiu Commercial Building,Tung Hip Commercial Building,92.85714285714286
Hip Shing Hong Centre,Hip Shing Hong Centre,100.0
China Building,China Insurance Group Building,100.0
Sea Bird House Wyndham Street,8 Wyndham Street,93.33333333333333
CCB Tower,CCB Tower,100.0
One International Finance Centre,One International Finance Centre,100.0
Car Po Commercial Building,Witty Commercial Building,86.36363636363636
Bangkok Bank Building,Bangkok Bank Building,100.0
Lucky Building,Lucky Building (TKW),100.0
Yip Fung Building,Yip Fung Industrial Building,100.0
New World Tower II,New World Tower II,100.0
33 Des Voeux Road Central,308 Central Des Voeux,89.47368421052632
Universal Trade Centre,Universal Trade Centre,100.0
Chuang's Tower,Sung's Tower,84.61538461538461
Yue Shing Commercial Building,Fuk Shing Commercial Building,93.10344827586206
Man Yee Building,Man Yee Building,100.0
Cosmos Building,Bcc Building,80.0
Nexxus Building,Nexxus Building,100.0
World-Wide House,World-Wide House,100.0
Yuen Yick Building Wellington Street,The Wellington,83.33333333333333
Wing On House,Wing On House,100.0
1 Lyndhurst Tower,1 Lyndhurst Tower,100.0
Two Chinachem Plaza,Two Chinachem Plaza,100.0
Jade Centre Wellington Street,The Wellington,83.33333333333333
Man On Commercial Building,Witty Commercial Building,86.36363636363636
Wai Yip Commercial Building,Chung Wai Commercial Building,92.0
28 Wellington Street,The Wellington,83.33333333333333
Ho Lee Commercial Building,Witty Commercial Building,86.36363636363636
Man Hing Commercial Building,Yue Hing Building,86.66666666666667
Coda Commercial Centre Queen's Road Central,8 Queen's Road Central,95.23809523809524
Southland Building,Bcc Building,80.0
Wyndham Place,M Place,83.33333333333333
Man Hing Commercial Building Queen's Road Central,8 Queen's Road Central,95.23809523809524
Central 88,Nine Queen's Road Central,82.35294117647058
Kamming House Queen's Road Central,8 Queen's Road Central,95.23809523809524
Winway Building Wellington Street,The Wellington,83.33333333333333
Century Square,Century Square,100.0
Duke Wellington House Wellington Street,Duke Wellington House,100.0
Wing On House Des Voeux Road Central,Wing On House,100.0
LL Tower,TML Tower,82.35294117647058
AIA Central,AIA Central,100.0
Century Square D'aguilar Street,Century Square,100.0
44 Wyndham Street,8 Wyndham Street,93.33333333333333
Pedder Building Pedder Street,Bcc Building,80.0
Carfield Commercial Building,Witty Commercial Building,86.36363636363636
Malahon Centre,Malahon Centre,100.0
Hung Tak Building,Hung Cheong Factory Building,86.66666666666667
The Hong Kong Club Building,The Hong Kong Club Building,100.0
Waga Commercial Centre,Arion Commercial Centre,87.17948717948718
Shun On Commercial Building,Witty Commercial Building,86.36363636363636
Alexandra House,Alexandra House,100.0
Henley Building,Henley Building,100.0
Ho Lee Commercial Building Lan Kwai Fong,Witty Commercial Building,86.36363636363636
Central Building,Central Industrial Building,100.0
Euro Trade Centre,Euro Trade Centre,100.0
Cheung Kong Center,Cheung Kong Center,100.0
D Part Building,Bcc Building,80.0
The L. Place Queen's Road Central,8 Queen's Road Central,95.23809523809524
Union Commercial Building Lyndhurst Terrace,Witty Commercial Building,86.36363636363636
10 Wellington Street,The Wellington,83.33333333333333
Champion Tower,Champion Tower,100.0
Bank Of China Tower,Bank Of China Tower,100.0
Chinachem Tower,Chinachem Century Tower,100.0
Nexxus Building Des Voeux Road Central,Nexxus Building,100.0
100 Queen's Road Central,100 Queen's Road Central,100.0
Lap Fai Building,Ping Fai Industrial Building,85.71428571428571
York House,York House,100.0
Central Tower,Central Tower,100.0
Shun Ho Tower,"Shun Tak Centre, West Tower",86.95652173913044
New York House,York House,100.0
Far East Consortium Building (Central),Bcc Building,80.0
Lam's Building,Bcc Building,80.0
Fu Hing Building,Yue Hing Building,90.9090909090909
Gloucester Tower,Gloucester Tower,100.0
Double Commercial Building,Witty Commercial Building,86.36363636363636
Mingle Place At The Eden,M Place,83.33333333333333
Welley Building,Henley Building,86.66666666666667
V Heun Building,V Heun Building,100.0
Wings Building,Wing Fai Building,83.87096774193549
CMA Building,CDW Building,83.33333333333333
