id,region_id,region_name,subregion_id,subregion,district_id,district,sm_district_id,sm_district,combined_district_id,combined_district,int_district_id,int_district,int_sm_district_id,int_sm_district,estate_id,estate,building_id,building,building_first_op_date,unit,floor,floor_level,floor_level_id,flat,area,net_area,price,tags,tx_date,tx_type,last_tx_date,holding_period,last_price,mkt_type,source,original_source,update_date,gain,transaction_type,url_desc,location
I20240802610,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E00118,Robinson Place,B000002344,Block 2,1994-12-22T16:00:00.000Z,U000266807,,Higher Floor,H,B,1365,1115,57000,['MIDLAND'],2024-08-30T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-09-10T04:07:40.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Robinson-Place-I20240802610,"{'lat': 22.28148, 'lon': 114.149467}"
I20240801512,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000000665,Reading Place,B000055343,Reading Place,2003-11-26T16:00:00.000Z,U001293105,,Higher Floor,H,C,390,264,16500,['MIDLAND'],2024-08-29T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-12-12T09:55:39.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Reading-Place-I20240801512,"{'lat': 22.284473, 'lon': 114.14180999999999}"
I20240802687,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E10567,Woodland Court,B000005054,Woodland Court,1986-06-25T16:00:00.000Z,U000481236,,Higher Floor,H,C,430,329,17800,['MIDLAND'],2024-08-28T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-09-10T11:05:25.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Woodland-Court-I20240802687,"{'lat': 22.281796, 'lon': 114.15052}"
NO2024082924082900300015,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E07251,Primrose Court,B000002262,Primrose Court,1993-11-29T16:00:00.000Z,U000261678,15,Middle Floor,M,C,639,524,10400000,['LANDREG'],2024-08-28T16:00:00.000Z,S,2016-11-06T16:00:00.000Z,7.8,9700000,2,LANDREG,LANDREG,2024-08-29T23:07:21.000Z,7.22,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Primrose-Court-NO2024082924082900300015,"{'lat': 22.281708, 'lon': 114.147511}"
I20240801536,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000016354,Upper Central,B000094996,Upper Central,2020-05-17T16:00:00.000Z,U002933700,,Lower Floor,L,A,0,196,15885,['MIDLAND'],2024-08-28T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-09-10T04:07:40.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Upper-Central-I20240801536,"{'lat': 22.280945382594798, 'lon': 114.15222431790701}"
NO2024082824082800780018,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E00443,Robinson Heights,B000002327,Block 3,1989-12-20T16:00:00.000Z,U000265856,10,Lower Floor,L,D,890,746,14000000,['LANDREG'],2024-08-27T16:00:00.000Z,S,,,,2,LANDREG,LANDREG,2024-08-28T23:05:32.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Robinson-Heights-NO2024082824082800780018,"{'lat': 22.27949, 'lon': 114.153434}"
NO2024082824082800080037,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E00115,The Grand Panorama,B000002603,Block 1,1992-08-16T16:00:00.000Z,U000284851,21,Higher Floor,H,B,1219,971,19600000,['LANDREG'],2024-08-27T16:00:00.000Z,S,,,,2,LANDREG,LANDREG,2024-08-28T23:05:32.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-The-Grand-Panorama-NO2024082824082800080037,"{'lat': 22.27969, 'lon': 114.153184}"
I20240801981,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E00561,Tycoon Court,B000003886,Block A,1994-06-09T16:00:00.000Z,U000380679,,Middle Floor,M,2,0,388,21000,['MIDLAND'],2024-08-26T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-09-10T11:05:25.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Tycoon-Court-I20240801981,"{'lat': 22.278627, 'lon': 114.152016}"
F20240800277,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E07381,Rich Court,B000005050,Rich Court,1985-01-25T16:00:00.000Z,U000481062,,Middle Floor,M,A,470,343,14500,['HKP'],2024-08-26T16:00:00.000Z,L,,,,2,HKP,HKP,2024-12-12T09:55:39.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Rich-Court-F20240800277,"{'lat': 22.2801501, 'lon': 114.1511265}"
I20240802032,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000000664,No.2 Park Road,B000055293,No.2 Park Road,2004-06-14T16:00:00.000Z,U001268299,31,Middle Floor,M,A,868,621,13380000,['LANDREG'],2024-08-26T16:00:00.000Z,S,2005-03-02T16:00:00.000Z,19.5,6080000,2,LANDREG,MIDLAND,2024-08-27T23:08:51.000Z,120.07,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-No-2-Park-Road-I20240802032,"{'lat': 22.284036999999998, 'lon': 114.14553}"
I20240801711,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E10598,Ying Piu Mansion,B000005018,Ying Piu Mansion,1996-03-11T16:00:00.000Z,U000478347,,Higher Floor,H,C,569,404,19500,['MIDLAND'],2024-08-25T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-09-10T04:07:40.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Ying-Piu-Mansion-I20240801711,"{'lat': 22.283718, 'lon': 114.14574}"
I20240802012,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010001,Kennedy Town,100103-10010001,Kennedy Town,53ND10001,Central And Western,130ND10003,Kennedy Town,E12168,The Belcher's,B000025895,Block 5,2001-12-10T16:00:00.000Z,U000953102,,Middle Floor,M,D,1409,1111,49500,['MIDLAND'],2024-08-25T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-12-12T09:55:39.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Kennedy-Town-The-Belcher-s-I20240802012,"{'lat': 22.2850555, 'lon': 114.1336435}"
NO2024082624082600230043,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E11559,Prosperous Height,B000005237,Prosperous Height,1995-07-25T16:00:00.000Z,U000504235,5,Lower Floor,L,B,0,777,13000000,['LANDREG'],2024-08-25T16:00:00.000Z,S,1999-01-26T16:00:00.000Z,25.6,5670000,2,LANDREG,LANDREG,2024-08-26T23:07:51.000Z,129.28,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Prosperous-Height-NO2024082624082600230043,"{'lat': 22.282453999999998, 'lon': 114.14602}"
I20240702844,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E04903,Kenyon Court,B000002489,Kenyon Court,1983-12-13T16:00:00.000Z,U000272811,,Higher Floor,H,C,886,792,33000,['MIDLAND'],2024-08-24T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-12-12T09:55:39.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Kenyon-Court-I20240702844,"{'lat': 22.284048, 'lon': 114.144226}"
I20240701839,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E04436,Jing Tai Garden Mansion,B000002443,Jing Tai Garden Mansion,1978-04-17T16:00:00.000Z,U000820050,,Middle Floor,M,D,0,672,27000,['MIDLAND'],2024-08-24T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-08-24T23:15:15.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Jing-Tai-Garden-Mansion-I20240701839,"{'lat': 22.278914999999998, 'lon': 114.15180000000001}"
I20240801111,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010001,Kennedy Town,100103-10010001,Kennedy Town,53ND10001,Central And Western,130ND10003,Kennedy Town,E12168,The Belcher's,B000017710,Block 2,2000-12-28T16:00:00.000Z,U000857221,,Higher Floor,H,D,858,672,37000,['MIDLAND'],2024-08-24T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-12-12T09:55:39.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Kennedy-Town-The-Belcher-s-I20240801111,"{'lat': 22.2846384, 'lon': 114.1329956}"
I20240703095,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000008241,Azura,B000070231,Azura,2012-09-04T16:00:00.000Z,U001926346,,Middle Floor,M,A,1665,1297,76000,['MIDLAND'],2024-08-24T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-08-24T23:15:15.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Azura-I20240703095,"{'lat': 22.282071, 'lon': 114.149761}"
I20240702116,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010001,Kennedy Town,100103-10010001,Kennedy Town,53ND10001,Central And Western,130ND10003,Kennedy Town,E12168,The Belcher's,B000025895,Block 5,2001-12-10T16:00:00.000Z,U000952989,,Lower Floor,L,B,1398,1100,52500,['MIDLAND'],2024-08-23T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-08-23T23:08:49.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Kennedy-Town-The-Belcher-s-I20240702116,"{'lat': 22.2850555, 'lon': 114.1336435}"
I20240802519,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000000664,No.2 Park Road,B000055293,Park Road 2,2004-06-14T16:00:00.000Z,U001268300,,Higher Floor,H,A,868,621,32000,['MIDLAND'],2024-08-22T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-09-09T15:04:27.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-No-2-Park-Road-I20240802519,"{'lat': 22.284036999999998, 'lon': 114.14553}"
F20240800278,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010001,Kennedy Town,100103-10010001,Kennedy Town,53ND10001,Central And Western,130ND10003,Kennedy Town,E12168,The Belcher's,B000017711,Block 3,2000-12-28T16:00:00.000Z,U000857796,,Higher Floor,H,H,852,667,38000,['HKP'],2024-08-22T16:00:00.000Z,L,,,,2,HKP,HKP,2024-09-10T11:05:26.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Kennedy-Town-The-Belcher-s-F20240800278,"{'lat': 22.284713999999997, 'lon': 114.133842}"
NO2024082324082302080246,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E07371,Rhenish Mansion,B000005730,Rhenish Mansion,1973-08-12T16:00:00.000Z,U000558681,10,Middle Floor,M,B,0,800,10200000,['LANDREG'],2024-08-22T16:00:00.000Z,S,2006-10-02T16:00:00.000Z,17.9,4700000,2,LANDREG,LANDREG,2024-08-25T23:08:06.000Z,117.02,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Rhenish-Mansion-NO2024082324082302080246,"{'lat': 22.284043999999998, 'lon': 114.140931}"
I20240702657,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010001,Kennedy Town,100103-10010001,Kennedy Town,53ND10001,Central And Western,130ND10003,Kennedy Town,E12168,The Belcher's,B000025896,Block 6,2001-12-10T16:00:00.000Z,U000953511,40,Middle Floor,M,E,1565,1238,26000000,['LANDREG'],2024-08-22T16:00:00.000Z,S,2007-08-07T16:00:00.000Z,17.1,12000000,2,LANDREG,MIDLAND,2024-08-25T23:08:06.000Z,116.67,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Kennedy-Town-The-Belcher-s-I20240702657,"{'lat': 22.2854716, 'lon': 114.1334085}"
I20240801267,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E10598,Ying Piu Mansion,B000005018,Ying Piu Mansion,1996-03-11T16:00:00.000Z,U001692445,,Higher Floor,H,B,569,404,20800,['MIDLAND'],2024-08-21T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-09-10T04:07:40.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Ying-Piu-Mansion-I20240801267,"{'lat': 22.283718, 'lon': 114.14574}"
I20240702125,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E00119,Scenecliff,B000002675,Block 2,1991-01-22T16:00:00.000Z,U000294840,12,Lower Floor,L,B,1182,922,14680000,['LANDREG'],2024-08-21T16:00:00.000Z,S,2017-03-22T16:00:00.000Z,7.4,15000000,2,LANDREG,MIDLAND,2024-08-23T15:05:15.000Z,-2.13,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Scenecliff-I20240702125,"{'lat': 22.28043, 'lon': 114.1484064}"
I20240701872,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E07251,Primrose Court,B000002262,Primrose Court,1993-11-29T16:00:00.000Z,U000261691,,Middle Floor,M,D,616,504,25800,['MIDLAND'],2024-08-20T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-12-12T09:55:39.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Primrose-Court-I20240701872,"{'lat': 22.281708, 'lon': 114.147511}"
I20240801858,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000016944,University Heights,B000091908,Tower 2,2019-10-17T16:00:00.000Z,U002893970,11,Higher Floor,H,A,0,1506,76000000,"['LANDREG', 'FIRSTHAND']",2024-08-20T16:00:00.000Z,S,,,,1,LANDREG,MIDLAND,2024-08-22T03:07:02.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-University-Heights-I20240801858,"{'lat': 22.281789999999997, 'lon': 114.14110000000001}"
NO2024082024082001420021,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010001,Kennedy Town,100103-10010001,Kennedy Town,53ND10001,Central And Western,130ND10003,Kennedy Town,E12168,The Belcher's,B000017710,Block 2,2000-12-28T16:00:00.000Z,U000857167,49,Higher Floor,H,C,852,667,13800000,['LANDREG'],2024-08-19T16:00:00.000Z,S,,,,2,LANDREG,LANDREG,2024-08-20T23:05:09.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Kennedy-Town-The-Belcher-s-NO2024082024082001420021,"{'lat': 22.2846384, 'lon': 114.1329956}"
NO2024081924081901530029,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E01588,Bonham Crest,B000002258,Bonham Crest,1976-05-30T16:00:00.000Z,U000261582,17,,,A,718,555,8500000,['LANDREG'],2024-08-18T16:00:00.000Z,S,2010-07-13T16:00:00.000Z,14.1,6900000,2,LANDREG,LANDREG,2024-08-20T15:05:58.000Z,23.19,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Bonham-Crest-NO2024081924081901530029,"{'lat': 22.283976, 'lon': 114.144066}"
NO2024081924081901320015,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010001,Kennedy Town,100103-10010001,Kennedy Town,53ND10001,Central And Western,130ND10003,Kennedy Town,E12168,The Belcher's,B000017710,Block 2,2000-12-28T16:00:00.000Z,U000857403,57,Higher Floor,H,H,1218,957,20000000,['LANDREG'],2024-08-18T16:00:00.000Z,S,1999-06-24T16:00:00.000Z,25.2,9914500,2,LANDREG,LANDREG,2024-08-20T03:06:36.000Z,101.72,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Kennedy-Town-The-Belcher-s-NO2024081924081901320015,"{'lat': 22.2846384, 'lon': 114.1329956}"
I20240702373,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000015310,Arezzo,B000079849,Arezzo,2015-01-15T16:00:00.000Z,U002391472,,Lower Floor,L,A,0,1311,66000,['MIDLAND'],2024-08-18T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-08-18T23:17:09.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Arezzo-I20240702373,"{'lat': 22.282235999999997, 'lon': 114.1501112}"
NO2024081924081901510039,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E01085,Skyline Mansion,B000003078,Block 1,1971-06-14T16:00:00.000Z,U000319541,8,Middle Floor,M,B,0,1339,23500000,['LANDREG'],2024-08-18T16:00:00.000Z,S,,,,2,LANDREG,LANDREG,2024-08-20T15:05:58.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Skyline-Mansion-NO2024081924081901510039,"{'lat': 22.281271, 'lon': 114.14211}"
NO2024081924081901510044,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010001,Kennedy Town,100103-10010001,Kennedy Town,53ND10001,Central And Western,130ND10003,Kennedy Town,E12168,The Belcher's,B000025897,Block 8,2001-12-10T16:00:00.000Z,U000953682,28,Middle Floor,M,A,1164,900,17500000,['LANDREG'],2024-08-18T16:00:00.000Z,S,2007-10-24T16:00:00.000Z,16.8,9088000,2,LANDREG,LANDREG,2024-08-19T23:08:14.000Z,92.56,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Kennedy-Town-The-Belcher-s-NO2024081924081901510044,"{'lat': 22.2858235, 'lon': 114.1332065}"
NO2024081924081901330010,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E10625,Skyview Cliff,B000002590,Skyview Cliff,1995-06-04T16:00:00.000Z,U000283820,11,Middle Floor,M,C,1113,883,12150000,['LANDREG'],2024-08-18T16:00:00.000Z,S,,,,2,LANDREG,LANDREG,2024-08-28T07:05:12.000Z,,INT,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Skyview-Cliff-NO2024081924081901330010,"{'lat': 22.28163, 'lon': 114.14268}"
I20240702947,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010001,Kennedy Town,100103-10010001,Kennedy Town,53ND10001,Central And Western,130ND10003,Kennedy Town,E12168,The Belcher's,B000017711,Block 3,2000-12-28T16:00:00.000Z,U000857794,,Higher Floor,H,H,852,667,37800,['MIDLAND'],2024-08-15T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-08-15T23:12:24.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Kennedy-Town-The-Belcher-s-I20240702947,"{'lat': 22.284713999999997, 'lon': 114.133842}"
NO2024081624081601660018,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E10641,Scholastic Garden,B000003882,Scholastic Garden,1996-06-11T16:00:00.000Z,U000380517,23,Middle Floor,M,F,792,626,10400000,['LANDREG'],2024-08-15T16:00:00.000Z,S,,,,2,LANDREG,LANDREG,2024-08-18T23:17:16.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Scholastic-Garden-NO2024081624081601660018,"{'lat': 22.283806, 'lon': 114.14164}"
I20240700797,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E12835,80 Robinson Road,B000031078,Block 1,2001-08-24T16:00:00.000Z,U001003948,18,Lower Floor,L,A,813,620,13000000,['LANDREG'],2024-08-15T16:00:00.000Z,S,2007-12-23T16:00:00.000Z,16.7,8000000,2,LANDREG,MIDLAND,2024-08-18T23:17:16.000Z,62.5,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-80-Robinson-Road-I20240700797,"{'lat': 22.28344, 'lon': 114.146736}"
I20240802455,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E00445,Euston Court,B000003596,Block 2,1989-01-25T16:00:00.000Z,U000360418,,Lower Floor,L,D,930,775,29500,['MIDLAND'],2024-08-14T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-12-12T09:55:39.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Euston-Court-I20240802455,"{'lat': 22.284575999999998, 'lon': 114.145132}"
